,Date,change,News
1364,2019-04-03,1,"['Samsung Electronics quarter one earnings under pressure as chip prices fall', 'Exclusive  Japan Display to supply OLED screens for Apple Watch   sources', 'Stocks   Wall Street Closes Higher on Trade Deal Hopes  Surge in Semis']"
1365,2019-04-04,1,"['Apple cuts iPhone XR prices in India  sources', 'Facebook launches WhatsApp Business for iPhones', 'Sara Bareilles   I wrote love songs about the Obamas ', 'Force tech giants to share data rather than break them up  academics', 'Tech firms face fines  jail over violent content under new Australian laws']"
1366,2019-04-05,1,['Apple Music s U S  subscriber count overtakes Spotify  source']
1367,2019-04-08,1,"['EU s Vestager says Europe must lead the way with a digital tax', 'StockBeat   Apple s Broad User Base May Provide Edge to Health Care Domination']"
1368,2019-04-09,-1,['How college students can find jobs   without much work experience']
1369,2019-04-10,1,"['March mobile phone shipments to China fall 6 percent as economy slows', 'The  100 Billion Man  Aramco CEO Delivers Record Breaking Bond', 'Stocks   Delta  JetBlue Jump in Premarket  Apple Slips  AT T Gains', 'Oprah Winfrey and Prince Harry making mental health documentary for Apple', 'Google raises price of YouTube TV to  49 99  adds Discovery  Animal Planet']"
1370,2019-04-11,-1,"['China producer inflation picks up for first time in nine months  eases deflation worries', 'China producer inflation picks up for first time in nine months  eases deflation worries', 'Apple adds Foxconn  chip suppliers to clean energy program', 'Apple in Dutch antitrust spotlight for allegedly promoting own apps', 'Trump s Trade War Turns Vietnamese Furniture Maker Into a Winner']"
1371,2019-04-12,-1,['Chinese group to get control of Japan Display after  2 1 billion bailout']
1372,2019-04-15,1,"['Exclusive  Foxconn chairman Gou aims to step down to pave way for younger talent', 'Spotify takes a hit after report says Amazon is exploring a free music service']"
1373,2019-04-16,-1,"['Foxconn s Gou says may run for Taiwan president  step back from daily business', 'Fried chicken vs  13  Apple  Qualcomm explain claims to jury as trial opens']"
1374,2019-04-17,1,"['Facebook working on voice assistant to rival Amazon s Alexa', 'Wisconsin governor says he wants to renegotiate Foxconn contract', 'T Mobile  Comcast launch anti robocalling feature  claim industry s first', 'Video app TikTok s India download ban worries wider tech industry', 'Stocks   Wall Street Mixed After Pepsi  Morgan Stanley Earnings', 'Wall Street flat as healthcare decline counters chip boost', 'Apple accused in U S  lawsuit of securities fraud over iPhone sales in China', 'Aeva signs sensor deal with Audi s self driving unit', 'TikTok vanishes from Google  Apple app stores in India after ban', 'Foxconn s Gou in bid for Taiwan presidency  with blessing of sea goddess', 'TomTom results top estimates  wins two high definition map deals', 'China Is Considering Stimulus Measures to Boost Consumption', 'Stocks    Netflix  Pepsi  Qualcomm Rise Premarket  Sprint Falls', 'Exclusive  Apple in talks with potential suppliers of sensors for self driving cars   sources']"
1375,2019-04-18,1,"['Samsung gets reports of Galaxy Fold screen problems  raising specter of Note 7 fiasco', 'TSMC upbeat on chip outlook after Apple Qualcomm settlement  first quarter disappoints', 'U S  says China steps up campaign to influence Taiwan  including vote', 'Foxconn s Gou s close China links could weigh on Taiwan election chances', 'New Apple lab uses robots to rip apart devices for recycling materials', 'Google lets Android users in Europe choose rival browsers  search engines']"
1376,2019-04-22,1,"['Weak tech demand shrinks Taiwan export orders  rebound tipped in third quarter', 'Samsung delays Galaxy Fold phone launch over screen problems']"
1377,2019-04-23,1,"['Snap Tops Forecasts  Jumps More After Hours', 'Snap restarts user growth with original shows  Android overhaul', 'Japan s New Era Comes After Three Decades of Economic Change', 'Exclusive  China s Bytedance says India TikTok ban causing  500 000 daily loss  risks jobs', 'China s Tencent backs Argentina mobile banking startup Uala']"
1378,2019-04-24,-1,"['LG Electronics to shut South Korea phone plant  move production to Vietnam', 'Technology ethics campaigners offer plan to fight  human downgrading ', 'Exclusive  Behind Airbnb s bet on show business to hook travelers', 'Stocks   Wall Street Flat After Boeing  Caterpillar Earnings', 'Indian court moves to lift ban on Chinese video app TikTok', 'Chipmaker ASM beats first quarter targets  sees market outperformance in 2019']"
1379,2019-04-25,-1,['Spotify loses access to major Indian label']
1380,2019-04-26,-1,['Sony flags disappointing profit  scraps targets as gaming slows']
1381,2019-04-29,1,"['Spotify hits 100 million subscribers  reports revenue jump', 'Spotify jumps as its number of paid subscribers soars to 100 million', 'S P 500 posts high  extends 2019 rally  Alphabet falls late', 'Google parent s shares dive as YouTube changes  competition hurt revenue']"
1382,2019-04-30,-1,"['Day Ahead  Top 3 Things to Watch', 'S P 500 posts best four month run in nearly nine years  Apple jumps after hours', 'Apple optimistic as accessories  iPhone price cuts help China sales', 'European shares fall as growth worries linger  AMS rises', 'Samsung Electronics bets on better second half after first quarter profit slumps', 'Top 5 Things to Know in the Market on Tuesday', 'Stocks   U S  Futures Hover Close to Highs on Mixed Data  Fed Eyed', 'Equities drop after China data  euro zone growth lifts single currency', 'Czech finance ministry plans 7 percent rate for new digital tax', 'Stocks   Wall Street Mixed  Pharma Earnings Offset Alphabet Miss', 'Foxconn chairman travels to White House to discuss Wisconsin  source', 'Oprah  quietly figuring out  how to wield her political clout in 2020', 'China April factory growth unexpectedly slows as economy struggles for traction']"
1383,2019-05-01,1,"['Option notebook  Titans decline Conklin  Bills decline Lawson', 'Qualcomm hangs on to most Apple gains after earnings report', 'Apple Rises 5', 'U S  Stocks Mixed Before Fed as Treasuries Rally', 'Gold Dips Ahead of Fed', 'Wall Street drops after Fed chair dampens rate cut hopes', 'Fitbit results beat Street as demand for wearable devices climb', 'Apple magic extends global equities  months long rally']"
1384,2019-05-02,-1,"['Buffett says Berkshire Hathaway  finally  has invested in Amazon com  CNBC', 'U S  Justice Department asks for hearing in Qualcomm antitrust case', 'Stocks   U S  Futures Set to Bounce Back After Fed Disappointment', 'Stocks  Tesla Soars  Shell  Cigna Rise in Premarket  Eventbrite Slumps', 'Wall Street Opens Flat to Lower in Subdued Trade', 'Quantcast latest tech company to face Irish privacy probe', 'Foxconn chairman Gou meets with Trump on Wisconsin project', 'Facebook bans Alex Jones  other extremist figures', 'Huawei Overtakes Apple to Become Second Biggest Smartphone Maker']"
1385,2019-05-03,1,"['Take Five  Vol squall coming  World markets themes for the week ahead', 'EU s Tusk warns of risks in rise of U S  tech giants']"
1386,2019-05-06,1,"['Stocks   Dow Plummets Nearly 400 Points as Trade Worries Spook Wall Street', 'Warren Buffett says U S  China trade war would be  bad for the whole world ', 'Google set to launch privacy tools to limit online tracking  WSJ', 'Stocks Pare Losses After Shock From Trump s Tweets  Markets Wrap', 'Foxconn s Gou wants to be peacemaker between U S   China and Taiwan', 'Stocks   Kraft Falls in Premarket  Apple  Boeing  Tesla Slide  Anadarko Jumps']"
1387,2019-05-07,-1,"['Golf  Koepka uses visit to the Big D to prepare for Big Apple', 'Apple teams up with SAP to help clients develop iPhone business apps', 'Google launches  399 Pixel phone  more U S  carriers will sell it']"
1389,2019-05-09,1,"['Damaged by Brexit  EU heads to show united front at Romania meeting', 'U S  adults are spending big on video games  playing mostly on smartphones']"
1390,2019-05-10,-1,"[' I m Not Apple   Small Businesses Squeezed by Trump s Tariffs', 'Foxconn s Gou to keep board seat as he bids for Taiwan s presidency', 'Trade sensitive stocks on ropes as uncertainty weighs']"
1391,2019-05-13,-1,"['Stocks   Wall Street Slides as China Increases Tariffs in Trade Retaliation', 'Apple revamps its TV app ahead of streaming service launch', 'Twitter accidentally shares user location data with advertising partner', 'In setback for Apple  U S  Supreme Court lets App Store antitrust suit proceed', 'Investors brace portfolios for longer U S  China trade war', 'Asian Stocks Fall as China Hits Back at Trump', 'Tencent s PUBG replacement  Game for Peace  rakes in  14 million in 72 hours', 'Chinese group to delay bailout funding for Apple supplier Japan Display', 'Taiwan s Foxconn readies chip boss to succeed Gou as chairman  sources', 'Apple Falls 5']"
1392,2019-05-14,1,"['U S  actor Tim Conway of  The Carol Burnett Show  dies at age 85', 'Apple supplier Japan Display mulling cutting around 1 000 jobs  Nikkei', 'Asian Markets Rise  Trump Urges Fed to Cut Rate to Win Trade War', 'Tesla car catches fire in Hong Kong parking lot  media']"
1393,2019-05-15,1,"['Tesla to update battery software following car fires', 'Buffett s Berkshire unveils  861 million Amazon stake', 'Cisco beats earnings target  says has cushioned supply chain from tariffs', 'The Chinese Stocks Most Exposed to Escalating U S  Tariffs']"
1394,2019-05-16,1,"['As  Big Bang Theory  ends  will Sheldon get his Nobel Prize ', 'Macron takes aim at U S  in push for fairer tech industry', 'Reinventing Germany s Economy', 'Huawei ban clouds U S  China trade talks  tech sector', 'In China s heartland  once flush shoppers turn cautious']"
1395,2019-05-17,1,"['Walmart bets big on attracting workforce with new HQ campus', 'Stocks  U S  Futures Fall as Chinese Media Turns Hostile on Trade']"
1396,2019-05-20,-1,"['Huawei mobile users ponder switching brand after Google news', 'In inland Chinese province  property bubble haunts dreams of prosperity', 'Trump Ban Puts Huawei s Smartphone Plans in Jeopardy', 'China s farm stocks defy Sino U S  trade rout on local demand expectations', 'Stocks    Alphabet  Tesla  Apple Fall Premarket Amid Trade Fears', 'Apple Falls 4', 'U S   China bicker over  extravagant expectations  on trade deal', 'StockBeat    Apple Slumps as Analysts Warn of U S  China Trade Turmoil  ']"
1397,2019-05-21,1,"['Hong Kong leader presses on with extradition bill undeterred by critics', 'Apple expands keyboard repairs to newer models of MacBook']"
1398,2019-05-22,-1,"['Sony sees smartphone business as indispensable  says CEO', 'Huawei Woes Widen as Asian Carriers Begin Dropping Its Handsets', 'Carriers Begin Dropping Huawei Handsets as U S  Crackdown Bites', 'Apple more upfront with iPhone users on battery health  UK watchdog', 'Yet to show its teeth  landmark EU privacy law already a global standard', 'Apple s Webkit to launch new privacy feature for ad tracking', 'Explainer  China s rare earth supplies could be vital bargaining chip in U S  trade war']"
1399,2019-05-23,-1,['ARM supply halt deals fresh blow to Chinese tech giant Huawei']
1400,2019-05-24,-1,"['Irish regulator opens first privacy probe into Google', 'Wall St  edges higher after Trump sparks U S  China trade hopes', 'Huawei shipments could fall by up to a quarter this year  analysts']"
1401,2019-05-28,-1,"['China dreams on hold  heartland city feels chill of economic slowdown', 'Ireland reappoints regulator overseeing tech giants for another term', 'Pegatron eyes up to  1 billion Indonesia investment to assemble Apple phone chips  deputy minister']"
1402,2019-05-29,1,"['U S  Risks  Devastating  Blow From China s Rare Earths Monopoly', 'Apple defends App Store amid mounting criticism', 'Google bans apps that facilitate sale of marijuana', 'Stocks   S P Slumps as China s Rare Earth Threat Buries Shares', 'China set to control rare earth supply for years due to processing dominance']"
1403,2019-05-30,1,"['Explainer  China s rare earth supplies could be vital bargaining chip in U S  trade war', 'China Waits for U S  to Make Next Move  Days After Trump Says He s in No Rush', 'Japan Display gets debt relief  says consortium to formalize bailout', 'Apple Shares Have Near Term Floor at  160  Morgan Stanley Says']"
1404,2019-05-31,-1,"['China consumers sour as fruit prices soar on weather  trade war', 'Bitwise Calls Out to SEC  95  of Bitcoin Trade Volume Is Fake  Real Market Is Organized', 'Exclusive  Amazon interested in buying Boost from T Mobile  Sprint   sources']"
1405,2019-06-03,-1,"['Explainer  U S  dependence on China s rare earth   Trade war vulnerability', 'Apple touts privacy in web sign on war with Facebook  Google', 'U S  probe of Google s online ad dominance would appease long suffering rivals  publishers', 'U S  moving toward major antitrust probe of tech giants', 'Top 5 Things to Know in the Market on Monday', 'Stocks   Boeing  FedEx  Amazon Fall Premarket  Humana Rises', 'EU wants to hear from Apple over Spotify complaint', 'Apple dips on news of DoJ antitrust probe', 'Exclusive  U S  Justice Dept considering Apple probe   sources', 'House panel to probe competition in digital markets']"
1406,2019-06-04,1,"['Apple asks developers to place its login button above Google  Facebook', 'Apple to Unveil  CryptoKit  Cryptographic Developer Package at Upcoming Conference', 'Apple CEO says U S  scrutiny  fair   but rejects idea company is a monopoly', 'Stock   Wall Street Surges on Powell s Promises', 'Apple CEO Cook says he doesn t see China targeting Apple in U S  China trade dispute', 'Top tech executives will be asked to testify in U S  probe', 'Tech sell off spreads to Europe after U S  antitrust moves', 'Taiwan says  unrepentant  China covering up June 4 Tiananmen crackdown', 'Comic  Bullseye on Big Tech  Trump Makes Good on His Threat to Go After Google  Amazon']"
1407,2019-06-05,-1,"['Brazil retailer Via Varejo launches digital bank targeting low income clients', 'Trade war  weak growth to test G20 finance leaders  economic optimism', 'Play the game  save the planet  Conservationists target video gamers', 'Stocks   Campbell Soup  Apple  Cronos Rise Premarket  GameStop Slumps', 'Google  Facebook have tight grip on growing U S  online ad market  report', 'Explainer  U S  China trade war   the levers they can pull']"
1408,2019-06-06,1,"['Explainer  Should Big Tech fear U S  antitrust enforcers ', 'Barrels of Oil May Be Paid for Using Crypto One Day  Head of Russian Energy Giant Says', 'JPMorgan to shutter its smartphone bank account a year after nationwide launch', 'Stocks   Wall Street Flat as Trump Hints at More Tariffs After G20', 'U S  FCC makes it easier for phone companies to block  robocalls ', 'AT T eyes  16  17 a month streaming service  WSJ', 'Exclusive  Foxconn plans management overhaul as Chairman Gou seeks Taiwan presidency  source']"
1410,2019-06-10,1,"['This Chinese Newspaper Editor Is Moving Markets With His Tweets', 'Foxconn Names iPhone Czar  CFO to Terry Gou s Inner Circle', 'Citi launches co branded credit cards with SE Asia s Grab in push for more customers', 'Brexit chaos holding back UK tech sector  London mayor']"
1411,2019-06-11,-1,"['Stocks   Dow Rises Towards 7 Day High on Tariff Delay Support', 'Apple cancels plans for second data center in Denmark', 'Foxconn announces leadership overhaul as chairman seeks Taiwan presidency', 'Apple s U S  iPhones Can All Be Made Outside of China If Needed', 'Senator Warren urges antitrust chief to recuse himself from Google  Apple probes', 'New chip to let headphones respond to Amazon s Alexa by name']"
1412,2019-06-12,1,"['Republican senator criticizes potential dual U S  antitrust tech probes', 'LG Elec s 5G phones in doubt as chip deal with Qualcomm set to expire', 'Top 5 Things to Know in the Market on Wednesday', 'The media has a big problem  Reuters Institute says  Who will pay for the news ', 'Facebook CEO may have known of questionable privacy practices  WSJ']"
1413,2019-06-13,-1,"['Taiwan president wins ruling party s nomination for 2020 election', 'Trump talks trade with Apple CEO Cook as China dispute looms', 'Google policy head retools team for global lobbying push']"
1414,2019-06-14,1,"['Japan Display says has not received notice about Chinese investment', 'Explainer  Why is Huawei seeking  1 billion patent deal with Verizon']"
1415,2019-06-17,1,"['Huawei Braces for Phone Sales Drop of Up to 60 Million Overseas', 'StockBeat   Apple 5G iPhone Due in 2020  but Near Term Growth Cloudy']"
1416,2019-06-18,1,['Stocks   Wall Street Surges as Trump to Meet with Xi ']
1417,2019-06-19,-1,"['Stockbeat   Jabil Jumps on Earnings Joy  but Warns Outlook to Remain Jaded', 'Apple explores moving 15 30  of production capacity from China  Nikkei', 'Activists urge Google to break up before regulators force it to', 'U S  CEOs to Meet China Premier This Week as Trade Woes Brew', 'Stocks   Adobe  CBS  American Express Rise Premarket', 'Apple says iPhones can now be fixed at all U S  Best Buy stores', 'Explainer  U S  dependence on China s rare earth  Trade war vulnerability']"
1418,2019-06-20,-1,"['U S  lawmaker says small tech firms fear retaliation if they aid antitrust probe', 'FTC objects to Qualcomm submission of Apple documents in antitrust case', 'LinkedIn jobs boost caps record FDI period for Ireland', 'Apple recalls certain older MacBook Pro units', 'Apple  Keurig Dr Pepper  Dollar Tree  Fitbit press U S  to drop China tariff plan', 'Risks to Wall Street s rally abound despite record high']"
1419,2019-06-21,-1,"['Foxconn picks chip unit head for chairman  as Gou seeks Taiwan presidency', 'BoE looks to throw open doors to tech companies ahead of Brexit', 'Senate Democrats ask for details on antitrust probes into Big Tech']"
1420,2019-06-24,1,"['Facebook s Clegg rejects break up calls  prefers more regulation', 'Apple says it collects fee on less than 1  of Spotify users']"
1421,2019-06-25,-1,"['StockBeat    Roku Slumps as Amazon Competition Heats Up ', 'New York City Has Seen Declining Real Wages This Century', 'Apple buys self driving car startup Drive ai']"
1422,2019-06-26,1,"['Japan Display to receive  100 million investment from Apple  says report  shares jump', 'Trump suggests EU out of line in suing U S  tech firms', 'U S  Supreme Court s business friendly reputation takes a hit']"
1423,2019-06-27,-1,"['Apple Music hits more than 60 million subscribers  trailing Spotify', 'U S  dependence on China s rare earth  Trade war vulnerability', 'Apple design chief Jony Ive  Steve Jobs  confidant  to leave and start own firm', 'Vietnam s Vingroup in deal with Fujitsu unit  Qualcomm to make 5G phones']"
1424,2019-06-28,-1,"['Trump Supreme Court pick Kavanaugh delivered the goods for conservatives', 'Apple moves Mac Pro production to China from U S   Wall Street Journal', 'Wall Street wraps up its best June in decades as G20 convenes']"
1425,2019-07-01,-1,"['Apple May Gain  20  25 on China Tariff Resolution  Wedbush Says', 'Ireland invests disputed Apple taxes in low risk bonds', 'Stocks   Markets Rise on Hopes for a Trade Deal', 'U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 44', 'Japan to tighten tech material exports to South Korea in wartime labor row']"
1426,2019-07-02,1,['Wall Street looks to earnings after strongest June in decades']
1427,2019-07-03,1,"['The Industries Propelling the S P to Records Aren t the Ones Driving the Economic Expansion', 'Stocks   Wall Street Rises on Fed Cut Expectations as Bond Yields Fall', 'Vodafone launches 5G in Britain with unlimited data plans']"
1428,2019-07-05,1,"['Samsung Electronics says second quarter operating profit likely 56  down year on year', 'India considering relaxing foreign investment rules for several sectors', 'Calls for boycott of Japan grow in South Korea as labor row simmers']"
1429,2019-07-08,-1,"['South Korea s Moon urges Japan to remove export curbs', 'Apple Caution Grows as Sell Ratings Hit Multi Decade Record', 'Wall Street Hasn t Been This Pessimistic on Apple in Decades']"
1430,2019-07-09,1,"['European shares fall as BASF profit warning hits German stocks', 'Top 5 Things to Know in the Market on Tuesday', 'Apple s services revenue  China to power third quarter  analyst', 'Japan pushes back against Seoul s calls to scrap export curbs', 'Big tech executives headed to Capitol Hill for antitrust hearing next week']"
1431,2019-07-10,1,"['Japan curbs could drag on  hurt global economy  Moon', 'China tech bonds reward investors as trade war fears ebb', 'U S  to probe French plan for tax on tech companies  Bloomberg Tax', 'Apple starts China app development program in services business push']"
1432,2019-07-11,-1,"['What is France s new digital tax ', 'Apple s India made top end iPhones to hit stores next month  source', 'Japan s export curbs  undesirable   South Korean foreign minister tells Pompeo', 'Stocks   Dow Tops 27 000 as UnitedHealth Soars', 'Apple reinstates OurPact parental control app removed over privacy concerns', 'South Korea steps up effort to get U S  help in export row with Japan', 'US to investigate France s planned tax on tech companies', 'France Sticks to Tax on Facebook  Google After U S  Trade Threat', 'France passes law to tax tech companies  despite US investigation']"
1433,2019-07-12,1,"['Japan export curbs on South Korea may widen rift over wartime labor compensation', 'Stocks   Dow Reaches Another Record High ', 'Japan says steps on exports to South Korea not retaliation over forced labor feud', 'South Korea calls for probe as forced labor feud with Japan deepens']"
1434,2019-07-15,1,"['China friendly Taiwan mayor beats Foxconn s Gou in opposition party s presidential primary', 'GSK  Vodafone Among Companies Fighting EU Tax Clawback Order']"
1435,2019-07-16,-1,"['Goldman Sachs profit beats estimates  boosted by strong equities trading', 'Samsung  SK Hynix ask Korean firm to boost chemicals supply amid Japanese curbs', 'GSK  Vodafone Among Firms Fighting EU Clawback Order']"
1436,2019-07-17,-1,"['Netflix shares plunge as global growth falls short  U S  customers shrink', 'Send in the troops  Congo raises the stakes on illegal mining', 'Dialog Semiconductor raises second quarter profit outlook', 'South Korea says to unveil plans to ease dependence on Japan industries', 'Amazon faces EU antitrust probe over use of merchant data  source']"
1437,2019-07-18,1,"['Stocks   Morgan Stanley  Netflix Fall Premarket  Union Pacific Bounces', 'Steve Wozniak Co Founds Blockchain Based Energy Saving Firm in Malta', 'Apple Chip Supplier s Solid Performance Shows Resilience in Trade Fight', 'TSMC second quarter net profit falls 7 6', 'BMW to pick new CEO  Zipse emerges as favorite']"
1438,2019-07-19,-1,['Russian lawmakers propose making local software mandatory on smartphones']
1439,2019-07-22,1,['LG Display says to invest  2 6 billion in OLED panel plant in South Korea']
1440,2019-07-23,1,"['South Korean firm to boost output of chipmaking chemical amid Japan curbs  report', 'U S  justice department to open new antitrust review of big tech companies  WSJ', 'South Korea s LG Display posts deeper second quarter loss on TV panel supply glut']"
1441,2019-07-24,1,"['Exclusive  Bearing brunt of trade war  Singapore chipmakers cut jobs', 'South Korea asks Japan to cancel plan to remove the country from white list', 'Factbox  Trump s Twitter thoughts on big tech', 'Treasury s Mnuchin says Amazon  destroyed  U S  retail sector', 'Explainer  What Google  Facebook could face in U S  antitrust probe', 'Samsung Electronics  delayed Galaxy Fold now ready for September launch', 'U S  security adviser Bolton meets South Korean officials to discuss North Korea  alliance', 'IQE starts production for second major customer at Newport plant']"
1442,2019-07-25,-1,"['Apple Suppliers See Demand for New iPhones Stabilizing This Year', 'STMicro lowers full year sales guidance as chip market remains volatile', 'Eight state AGs meet with U S  attorney general to discuss tech giants   Texas AG office', 'Google Parent Alphabet s Earnings  Revenue Top Estimates', 'Eight state AGs meet with U S  attorney general to discuss tech giants  Texas AG office', 'SK Hynix warns of chip supply disruption on Japan s export curbs']"
1443,2019-07-26,1,"['U S  economy misses Trump s 3  target in 2018', 'Trump says he expects Apple to announce it will build plant in Texas']"
1444,2019-07-29,1,['Top 5 Things to Know in the Market on Monday']
1445,2019-07-30,1,"['Apple Tops Expectations in Q3  Services Growth Misses Estimates', 'Day Ahead  Top 3 Things to Watch', 'Apple s services  wearables shore up results as iPhone drops below half of sales', 'Huawei market share rises to 38  as China smartphone market declines  Canalys', 'Trump s tax threat on French wine is  completely moronic   says farming minister', 'Nintendo quarterly profit drops 10  ahead of Switch Lite launch', 'U S  China trade concerns push Wall Street lower  Fed meeting eyed']"
1446,2019-07-31,-1,"['Fitbit forecasts third quarter revenue below estimates', 'Spotify revenue beats on higher subscriber addition', 'Apple Rises 5', 'U S  labor costs post smallest increase in 1 1 2 years', 'Critics question  Five Eyes  push to expand spies  telecoms access', 'Stocks   Stocks Dive as Fed s Powell Sinks Future Easing Hopes', 'Samsung Electronics second quarter profit down 56  as chip troubles persist', 'Asian shares at six week low on trade worry  pound under pressure', 'Stocks   AMD  Spotify Fall Premarket  Apple Rises']"
1447,2019-08-01,-1,"['Sharp posts lower than expected profit as trade gloom hits electronics demand', 'Trump Ratchets Up Trade War With New China Tariffs  Markets Sink']"
1448,2019-08-02,-1,"['Apple Card will not allow purchase of cryptocurrencies', 'Buying Crypto With The Apple Card Violates Its Customer Agreement', 'Tariff Threats Rock Global Economy in 24 Hours of Pain', 'Senators seek  serious  fines for antitrust violations', 'Apple halts Siri response grading program after privacy concerns', 'Exclusive  Foxconn exploring sale of  8 8 billion display plant in China   sources', 'Apple supplier Sharp tumbles as trade gloom offsets Vietnam plant plans']"
1449,2019-08-05,-1,"['Wall Street sinks as yuan slide intensifies trade angst  Dow loses 700 points', 'Japan s FTC investigating Apple over pressure on parts makers  Mainichi', 'South Korea to spend  6 5 billion on R D to cut reliance on Japanese imports', 'Promotions and patriotism   Battle Mode  Huawei sees China smartphone sales surge', 'Apple Falls 4', 'Google pledges carbon neutral shipping  recycled plastic for all devices']"
1450,2019-08-06,1,"['For J C  Penney CEO  debt haunts turnaround bid', 'Amazon Music cuts monthly price to 99 cents for students with Prime subscription', 'Apple  Goldman Sachs start issuing Apple Cards to consumers', 'Apple to restrict Facebook s messaging apps feature   The Information']"
1451,2019-08-07,1,['Samsung s new Note takes on Huawei in selfie beauty pageant']
1452,2019-08-08,1,"['Apple under investigation for unfair competition in Russia', 'Study shows Apple devices in combo with apps could identify dementia', 'The Beatles  iconic Abbey Road cover shot 50 years ago today', 'Amazon s Alexa comes under scrutiny of Luxembourg privacy watchdog']"
1453,2019-08-09,-1,"['Trade Wars  Currency Wars and Mutually Assured Destruction', 'Apple supplier Japan Display posts tenth straight quarter of net loss', 'Apple offers record  bounty  to researchers who find iPhone security flaws', 'Huawei says tough to meet No 1 smartphone vendor goal due to U S  curbs', 'Goldman Sachs Falls as Top International Executive Charged in 1MDB Scandal']"
1454,2019-08-12,1,"['Apple supplier AMS makes 38 50 euros share takeover offer for Germany s Osram', 'AMS sparks bidding war for Osram  shines spotlight on auto business']"
1455,2019-08-13,1,"['Wall Street rebounds as tariff delay prompts rally', 'Tesla Becomes Most Profitable U S  Short Bet as Bears Gain  2 75 Billion', 'U S  to delay China tariffs on some products  including laptops  cell phones', 'U S  aviation regulator bans select MacBook Pro laptops from flights', ' Very Painful  Trade War Has HP Supplier Shifting Out of China', 'Apple Rises 4']"
1456,2019-08-14,-1,"['Dow posts biggest one day drop since October as recession fears take hold', 'Lower fees  snazzy branches  Hong Kong banks gird for online only onslaught']"
1457,2019-08-15,-1,"[' Smart  clothing can boost wearable tech  Singapore researchers', 'Democratic senator asks Facebook CEO if he gave  incomplete  testimony', 'Apple says it supports 2 4 million U S  jobs']"
1458,2019-08-16,1,['Trump says he is having dinner Friday with Apple CEO Cook']
1459,2019-08-19,-1,"['Top 5 Things to Know in the Market on Monday', 'Apple CEO warns Trump about China tariffs  Samsung competition', 'Stocks   Estee Lauder Soars in Premarket  PG E Tumbles  Apple  Tesla  Target Rise', 'Stocks  Wall Street Surges as U S  Extends Huawei Leniency', 'Wall Street rallies on hopes of global economic stimulus']"
1460,2019-08-20,-1,"['Goldman CEO memo calls Apple Card  a beginning  on launch day', 'Stocks   Wall Street Falls on Mixed Corporate Earnings ', 'U S  stocks lower at close of trade  Dow Jones Industrial Average down 0 66', 'Stocks   S P Pulls Back After Three Days of Wins', 'U S  Justice Department teams up with states on probe of Big Tech firms', 'Asia s Top Currency Helps Thai iPhone Retailer Lead the World']"
1461,2019-08-21,-1,"['Apple plans to tap China s BOE Technology for advanced iPhone screens  Nikkei', 'Google  Apple  Mozilla move to block Kazakh surveillance system', 'Stocks   Boeing  Techs  Retailers Push Stocks Higher', 'Stocks   U S  Futures Rally After Upbeat Earnings From Retailers', 'AirPods Maker Sales Surge 79   With More Growth Expected']"
1462,2019-08-22,-1,['Fitbit targets 1 million new users with Singapore government tie up']
1463,2019-08-23,-1,"['Fiat  Starbucks Next Up for EU Court Rulings on Tax Bills', 'Apple Falls 4', 'Trump presses U S  companies to close China operations', 'Stocks   Wall Street Shrugs After Powell s Speech', 'Stocks  S P Slumps As Trumps Tells US Companies to Leave China', 'Stocks   Wall Street Plunges as Trumps Tells US Companies to Leave China', 'Qualcomm wins a pause in enforcement of FTC ruling', 'Xiaomi banks on phone data for finance play in India', 'Protest fears stalk Hong Kong businesses as China threat looms', 'Huawei Puts a Price on Trump s Aggression']"
1464,2019-08-26,1,['Wall Street bounces as trade temperature cools']
1465,2019-08-27,-1,"['U S  threat to French wine receding  but not lifted  minister', 'GlobalFoundries sues TSMC  wants U S  import ban on some products', 'Stocks  Papa John s Soars in Premarket  J J  Comcast  Zynga All Rise', 'U S  Stocks Fall  Treasuries Rise  Dollar Steady']"
1466,2019-08-28,1,"['India eases foreign investment rules for several sector to boost growth', 'Apple to Start Online Sales in India After Country Eases Rules', 'Apple s data shows a deepening dependence on China as Trump s tariffs loom', 'Apple to stop default practice of keeping Siri recordings', 'Fitbit unveils Versa 2 smartwatch with Amazon Alexa']"
1467,2019-08-29,1,"['Apple to supply parts to independent repair shops for first time', 'Apple likely to unveil latest iPhone on September 10', 'StockBeat  Jabil Circuit Jumps on Upgrade  Citi Says Apple Weakness Over', 'GameStop Rides New Website 10  Higher', 'Kyrgios mostly keeps his cool to see off Hoang in New York', 'Apple to supply parts to independent repair shops for first time', 'Exclusive  India to woo foreign firms like Apple to capitalize on U S  China trade war', 'Foxconn Sees India as a Manufacturing Alternative to China']"
1468,2019-08-30,-1,['Stocks   U S  Futures Rise as Trade Hopes Extend Rally']
1469,2019-09-03,-1,"['Congressional antitrust panel to discuss Big Tech competition', 'Google target of new U S  antitrust probe by state attorneys general', 'Trump Sees Trade Deal Tougher on China If He s Re Elected']"
1470,2019-09-04,1,"['Stocks   Michaels  Activision Blizzard Rise Premarket  Tyson Foods  JetBlue Fall', 'Stocks   Wall Street Rises on Upbeat Chinese Data  Hong Kong Bill Withdrawal ']"
